_RAJ2000_1,_DEJ2000_1,Names_1,RAJ2000_1,DEJ2000_1,Type_1,amaj_1,bmin,l_logAge,logAge,r_logAge,__M_H_,r__M_H_,PapI,B18,SimbadName_1,recno_1,_RAJ2000_2,_DEJ2000_2,Names_2,RAJ2000_2,DEJ2000_2,Type_2,amaj_2,amin,PA,Com,SimbadName_2,recno_2,Separation
12.208333333333334,-73.71722222222222,BMS3,12.208333333333332,-73.71722222222222,"  A",0.79,0.79," ",8.74,BGB+18,,,0,B18,[BGB2018] SMC-M2-3,709,,,,,,,,,,,,,
12.212916666666663,-73.43527777777778,BMS67,12.212916666666665,-73.43527777777777,"  A",0.96,0.96," ",7.42,BGB+18,,,0,B18,[BGB2018] SMC-M2-67,711,,,,,,,,,,,,,
12.21333333333333,-72.95388888888888,VMC15,12.213333333333331,-72.95388888888888,"  C",0.6,0.6," ",8.9,PIR+16,,,0,B18,[PIR2016] VMC15,712,,,,,,,,,,,,,
12.225416666666668,-74.27444444444444,BUS607,12.225416666666666,-74.27444444444444,"  A",1.18,1.18," ",8.88,BGB+18,,,0,B18,[BGB2018] SMC-NUV-607,713,,,,,,,,,,,,,
12.2275,-73.07833333333332,BMS158,12.2275,-73.07833333333332,"  A",2.67,2.67," ",7.96,BGB+18,,,0,B18,[BGB2018] SMC-M2-158,714,,,,,,,,,,,,,
12.228749999999996,-72.29416666666667,BMS360,12.228749999999998,-72.29416666666665,"  A",0.92,0.92," ",7.88,BGB+18,,,0,B18,[BGB2018] SMC-M2-360,715,,,,,,,,,,,,,
12.229583333333334,-73.30499999999999,VMC16,12.229583333333332,-73.30499999999999,"  C",0.5,0.5," ",9.0,PIR+16,,,0,B18,[PIR2016] VMC16,716,,,,,,,,,,,,,
12.23458333333333,-73.05777777777777,BMS159,12.234583333333331,-73.05777777777777,"  A",2.42,2.42," ",8.2,BGB+18,,,0,B18,[BGB2018] SMC-M2-159,718,,,,,,,,,,,,,
12.237083333333327,-71.47444444444443,BIS686,12.23708333333333,-71.47444444444443,"  A",1.58,1.58," ",8.9,BGB+18,,,0,B18,[BGB2018] SMC-IR1-686,719,,,,,,,,,,,,,
12.237916666666665,-73.16472222222221,"SMC-N30A,L61-126,MA267",12.237916666666665,-73.16472222222221," NC",0.4,0.4," ",7.8,CVH+06,,,1,B18,SMC-N30A,720,,,,,,,,,,,,,
12.238749999999996,-73.61333333333333,BIS340,12.238749999999998,-73.61333333333333,"  A",1.62,1.62," ",8.49,BGB+18,,,0,B18,[BGB2018] SMC-IR1-340,721,,,,,,,,,,,,,
12.23958333333333,-73.32333333333334,BMS103,12.239583333333332,-73.32333333333332,"  A",0.79,0.79," ",8.31,BGB+18,,,0,B18,[BGB2018] SMC-M2-103,722,,,,,,,,,,,,,
12.248333333333331,-72.48944444444443,BUS888,12.248333333333331,-72.48944444444443,"  A",1.21,1.21," ",8.08,BGB+18,,,0,B18,[BGB2018] SMC-NUV-888,723,,,,,,,,,,,,,
12.249999999999998,-73.13888888888889,"SMC-N30,DEMS45,MA282/MA265",12.249999999999998,-73.13888888888889," NA",2.7,2.5," ",7.0,CVH+06,,,1,B18,SMC-N30,724,,,,,,,,,,,,,
12.256666666666668,-72.91277777777778,VMC17,12.256666666666666,-72.91277777777776,"  C",0.7,0.7," ",8.4,PIR+16,,,0,B18,[PIR2016] VMC17,726,,,,,,,,,,,,,
12.257916666666663,-72.88027777777776,BMS188,12.257916666666665,-72.88027777777776,"  A",2.66,2.66," ",8.37,BGB+18,,,0,B18,[BGB2018] SMC-M2-188,727,,,,,,,,,,,,,
12.260416666666663,-73.36583333333333,B50,12.260416666666664,-73.36583333333333,"  C",0.55,0.55," ",7.0,"GGK10,CVH+06",,,1,B18,Bruck 50,728,,,,,,,,,,,,,
12.262083333333331,-73.24361111111112,CVH2,12.262083333333331,-73.24361111111111," CA",2.9,2.9," ",7.4,CVH+06,,,0,B18,,729,,,,,,,,,,,,,
12.262500000000001,-72.63638888888889,BIS497,12.2625,-72.63638888888887,"  A",1.57,1.57," ",8.36,BGB+18,,,0,B18,[BGB2018] SMC-IR1-497,730,,,,,,,,,,,,,
12.267083333333332,-73.03333333333332,BIS432,12.267083333333332,-73.03333333333332,"  A",1.57,1.57," ",8.62,BGB+18,,,0,B18,[BGB2018] SMC-IR1-432,732,,,,,,,,,,,,,
12.267083333333332,-73.26555555555555,VMC18,12.267083333333332,-73.26555555555555," CN",0.6,0.6," ",7.9,PIR+16,,,0,B18,[PIR2016] VMC18,733,,,,,,,,,,,,,
12.275416666666665,-72.40027777777777,BIS506,12.275416666666665,-72.40027777777777,"  A",3.36,3.36," ",8.52,BGB+18,,,0,B18,[BGB2018] SMC-IR1-506,736,,,,,,,,,,,,,
12.2775,-73.49499999999998,BMS26,12.277499999999998,-73.49499999999999,"  A",2.45,2.45," ",8.7,BGB+18,,,0,B18,[BGB2018] SMC-M2-26,737,,,,,,,,,,,,,
12.279583333333333,-74.39777777777778,BIS233,12.279583333333331,-74.39777777777776,"  A",1.57,1.57," ",9.15,BGB+18,,,0,B18,[BGB2018] SMC-IR1-233,738,,,,,,,,,,,,,
12.28458333333333,-72.98305555555557,BMS167,12.284583333333332,-72.98305555555555,"  A",1.82,1.82," ",8.34,BGB+18,,,0,B18,[BGB2018] SMC-M2-167,739,,,,,,,,,,,,,
12.28708333333333,-73.24138888888888,"IKT5,SNR J0049.1-7314",12.287083333333332,-73.24138888888888,SNR,2.9,2.3," ",,,,,0,B18,IKT5,740,,,,,,,,,,,,,
12.29,-74.35583333333334,BUS584,12.29,-74.35583333333332,"  A",1.18,1.18," ",8.96,BGB+18,,,0,B18,[BGB2018] SMC-NUV-584,741,,,,,,,,,,,,,
12.294583333333332,-73.2686111111111,BIS396,12.294583333333332,-73.2686111111111,"  A",1.88,1.88," ",7.9,BGB+18,,,0,B18,[BGB2018] SMC-IR1-396,742,,,,,,,,,,,,,
12.297499999999998,-73.68722222222222,BUS683,12.297499999999998,-73.68722222222222,"  A",3.36,3.36," ",9.0,BGB+18,,,0,B18,[BGB2018] SMC-NUV-683,743,,,,,,,,,,,,,
12.3075,-73.3675,BS43se,12.3075,-73.36749999999999,"  C",0.7,0.55," ",,,,,1,B18,[BS95] 43,745,,,,,,,,,,,,,
12.3125,-72.88,"DEMS47,B-OB6w",12.312499999999998,-72.88," NA",4.2,4.2," ",6.9,CVH+06,,,2,B18,DEM S 47,746,,,,,,,,,,,,,
12.316666666666665,-73.36972222222221,"BS43,BMS79",12.316666666666665,-73.36972222222221," CA",1.1,0.8," ",6.8,CVH+06,,,2,B18,[BS95] 43,748,,,,,,,,,,,,,
12.323749999999997,-72.79722222222222,BIS473,12.323749999999999,-72.79722222222222,"  A",1.84,1.84," ",8.54,BGB+18,,,0,B18,[BGB2018] SMC-IR1-473,749,,,,,,,,,,,,,
12.324999999999996,-72.94027777777777,"VMC19,BMS175",12.325,-72.94027777777777,"  C",0.8,0.8," ",8.5,PIR+16,,,0,B18,[PIR2016] VMC19,751,,,,,,,,,,,,,
12.331666666666667,-73.64833333333333,BIS339,12.331666666666665,-73.64833333333333,"  A",1.57,1.57," ",8.55,BGB+18,,,0,B18,[BGB2018] SMC-IR1-339,753,,,,,,,,,,,,,
12.333333333333329,-72.99472222222221,VMC20,12.333333333333332,-72.99472222222221,"  C",0.6,0.6," ",8.7,PIR+16,,,0,B18,[PIR2016] VMC20,754,,,,,,,,,,,,,
12.337499999999997,-72.91999999999999,VMC21,12.337499999999999,-72.91999999999999,"  C",0.7,0.7," ",8.3,PIR+16,,,0,B18,[PIR2016] VMC21,755,,,,,,,,,,,,,
12.345416666666665,-73.76277777777777,BIS306,12.345416666666665,-73.76277777777777,"  A",3.12,3.12," ",9.19,BGB+18,,,0,B18,[BGB2018] SMC-IR1-306,757,,,,,,,,,,,,,
12.347499999999998,-73.05638888888888,BMS164,12.347499999999998,-73.05638888888888,"  A",0.84,0.84," ",8.29,BGB+18,,,0,B18,[BGB2018] SMC-M2-164,758,,,,,,,,,,,,,
12.349999999999996,-72.57055555555553,BIS501,12.349999999999998,-72.57055555555554,"  A",1.83,1.83," ",8.65,BGB+18,,,0,B18,[BGB2018] SMC-IR1-501,759,,,,,,,,,,,,,
12.350416666666666,-73.16472222222221,VMC22,12.350416666666666,-73.16472222222221,"  C",0.6,0.6," ",8.4,PIR+16,,,0,B18,[PIR2016] VMC22,760,,,,,,,,,,,,,
12.359999999999998,-73.36972222222221,SBica 19,12.359999999999998,-73.36972222222221," NC",0.7,0.5," ",,,,,0,B18,,761,,,,,,,,,,,,,
12.362499999999997,-73.43055555555554,DEMS44,12.362499999999999,-73.43055555555554," NA",6.7,3.9," ",7.0,CVH+06,,,1,B18,DEM S 44,764,,,,,,,,,,,,,
12.3625,-72.81138888888889,DEMS46e,12.362499999999999,-72.81138888888889," NA",3.9,2.6," ",6.8,CVH+06,,,1,B18,DEM S 46e,765,,,,,,,,,,,,,
12.364166666666666,-72.78805555555554,BMS212,12.364166666666666,-72.78805555555554,"  A",0.96,0.96," ",8.24,BGB+18,,,0,B18,[BGB2018] SMC-M2-212,766,,,,,,,,,,,,,
12.369166666666663,-73.17472222222223,BMS141,12.369166666666665,-73.17472222222221,"  A",0.88,0.88," ",8.26,BGB+18,,,0,B18,[BGB2018] SMC-M2-141,767,,,,,,,,,,,,,
12.369583333333331,-72.72638888888888,BMS230,12.369583333333331,-72.72638888888888,"  A",0.79,0.79," ",8.33,BGB+18,,,0,B18,[BGB2018] SMC-M2-230,768,,,,,,,,,,,,,
12.371666666666664,-73.4425,"SMC-N33,L61-138,MA297",12.371666666666664,-73.4425," NC",0.3,0.25," ",,,,,2,B18,SMC-N33,769,,,,,,,,,,,,,
12.376666666666665,-73.43916666666665,MA301,12.376666666666665,-73.43916666666665," NC",0.35,0.3," ",,,,,2,B18,[MA93] 301,770,,,,,,,,,,,,,
12.385416666666663,-73.54277777777777,BIS357,12.385416666666664,-73.54277777777777,"  A",1.57,1.57," ",8.48,BGB+18,,,0,B18,[BGB2018] SMC-IR1-357,771,,,,,,,,,,,,,
12.392916666666665,-73.04749999999999,SBica 20,12.392916666666665,-73.04749999999999," CC",0.4,0.3," ",,,,,0,B18,,772,,,,,,,,,,,,,
12.399166666666666,-73.49444444444444,BMS40,12.399166666666664,-73.49444444444444,"  A",1.08,1.08," ",8.46,BGB+18,,,0,B18,[BGB2018] SMC-M2-40,773,,,,,,,,,,,,,
12.399999999999997,-73.2638888888889,DEMS49,12.399999999999999,-73.26388888888889," NA",4.2,4.2," ",6.8,CVH+06,,,1,B18,DEM S 49,774,,,,,,,,,,,,,
12.409583333333329,-73.12555555555555,BMS156,12.409583333333332,-73.12555555555555,"  A",0.79,0.79," ",8.21,BGB+18,,,0,B18,[BGB2018] SMC-M2-156,777,,,,,,,,,,,,,
12.41666666666666,-73.16583333333332,SBica 21,12.416666666666664,-73.16583333333332," NC",0.25,0.25," ",,,,,0,B18,,779,,,,,,,,,,,,,
12.419583333333334,-74.29388888888889,BUS598,12.419583333333332,-74.29388888888887,"  A",2.07,2.07," ",9.28,BGB+18,,,0,B18,[BGB2018] SMC-NUV-598,780,,,,,,,,,,,,,
12.422916666666667,-72.81277777777777,"SMC-N32,L61-137,H86-111,MA316",12.422916666666666,-72.81277777777777," NC",0.45,0.45," ",8.7,CVH+06,,,3,B18,SMC-N32,781,,,,,,,,,,,,,
12.424999999999997,-73.23333333333332,VMC23,12.424999999999999,-73.23333333333332,"  C",0.7,0.7," ",7.8,PIR+16,,,0,B18,[PIR2016] VMC23,783,,,,,,,,,,,,,
12.429166666666664,-73.17666666666666,MA317,12.429166666666665,-73.17666666666666," NC",0.3,0.25," ",7.8,CVH+06,,,1,B18,[MA93] 317,784,,,,,,,,,,,,,
12.432083333333331,-73.09305555555555,BS44,12.432083333333331,-73.09305555555555,"  A",2.9,1.7," ",6.9,CVH+06,,,0,B18,[BS95] 44,785,,,,,,,,,,,,,
12.434999999999999,-73.1736111111111,"SMC-N34,L61-142,DEMS50,MA322",12.434999999999999,-73.1736111111111," NA",1.4,0.7," ",7.5,CVH+06,,,1,B18,SMC-N34,787,,,,,,,,,,,,,
12.435,-72.43083333333333,BIS531,12.434999999999999,-72.43083333333333,"  A",3.36,3.36," ",8.82,BGB+18,,,0,B18,[BGB2018] SMC-IR1-531,788,,,,,,,,,,,,,
12.455416666666665,-73.52555555555556,BMS32,12.455416666666665,-73.52555555555554,"  A",0.92,0.92," ",8.65,BGB+18,,,0,B18,[BGB2018] SMC-M2-32,790,,,,,,,,,,,,,
12.457083333333333,-72.80833333333332,MA323,12.457083333333332,-72.80833333333332," NC",0.35,0.35," ",,,,,1,B18,[MA93] 323,791,,,,,,,,,,,,,
12.459166666666665,-73.06416666666665,BMS163,12.459166666666665,-73.06416666666665,"  A",0.79,0.79," ",8.27,BGB+18,,,0,B18,[BGB2018] SMC-M2-163,792,,,,,,,,,,,,,
12.471666666666668,-73.16583333333332,BMS144,12.471666666666666,-73.16583333333332,"  A",0.79,0.79," ",8.54,BGB+18,,,0,B18,[BGB2018] SMC-M2-144,793,,,,,,,,,,,,,
12.481666666666666,-72.9736111111111,BIS448,12.481666666666666,-72.9736111111111,"  A",1.57,1.57," ",8.12,BGB+18,,,0,B18,[BGB2018] SMC-IR1-448,794,,,,,,,,,,,,,
12.494583333333331,-73.45555555555556,BMS58,12.494583333333331,-73.45555555555555,"  A",0.89,0.89," ",8.32,BGB+18,,,0,B18,[BGB2018] SMC-M2-58,795,,,,,,,,,,,,,
12.495416666666664,-72.90972222222221,VMC24,12.495416666666666,-72.90972222222221," CN",0.5,0.5," ",8.7,PIR+16,,,0,B18,[PIR2016] VMC24,796,,,,,,,,,,,,,
12.49708333333333,-74.35833333333332,BUS583,12.497083333333332,-74.35833333333332,"  A",1.18,1.18," ",8.71,BGB+18,,,0,B18,[BGB2018] SMC-NUV-583,797,,,,,,,,,,,,,
12.500416666666663,-73.40833333333333,VMC25,12.500416666666665,-73.40833333333332,"  C",0.8,0.8,<,7.6,PIR+16,,,0,B18,[PIR2016] VMC25,798,,,,,,,,,,,,,
12.504166666666663,-72.4361111111111,DEMS58,12.504166666666665,-72.4361111111111," NA",6.0,5.0," ",,,,,1,B18,DEM S 58,799,,,,,,,,,,,,,
12.504583333333331,-73.63138888888888,BMS9,12.504583333333331,-73.63138888888888,"  A",0.79,0.79," ",8.25,BGB+18,,,0,B18,[BGB2018] SMC-M2-9,800,,,,,,,,,,,,,
12.504583333333331,-72.19194444444443,BMS396,12.504583333333331,-72.19194444444443,"  A",1.56,1.56," ",9.28,BGB+18,,,0,B18,[BGB2018] SMC-M2-396,801,,,,,,,,,,,,,
12.506666666666666,-73.68027777777779,BIS338,12.506666666666666,-73.68027777777777,"  A",1.57,1.57," ",9.31,BGB+18,,,0,B18,[BGB2018] SMC-IR1-338,802,,,,,,,,,,,,,
12.5125,-72.58888888888887,DEMS56,12.512499999999998,-72.58888888888887," NA",5.6,2.1," ",,,,,1,B18,DEM S 56,804,,,,,,,,,,,,,
12.516666666666666,-73.05277777777776,DEMS51,12.516666666666666,-73.05277777777776," NA",4.5,2.8," ",6.8,CVH+06,,,1,B18,DEM S 51,806,,,,,,,,,,,,,
12.516666666666667,-73.33666666666666,H-A17,12.516666666666666,-73.33666666666666,"  A",3.0,3.0," ",7.0,CVH+06,,,1,B18,SMC ASS 17,807,,,,,,,,,,,,,
12.519999999999998,-72.59277777777777,"BIS507,BUS879",12.519999999999998,-72.59277777777777,"  A",2.83,2.83," ",7.23,BGB+18,,,0,B18,[BGB2018] SMC-IR1-507,808,,,,,,,,,,,,,
12.525833333333331,-72.6997222222222,BMS238,12.525833333333331,-72.6997222222222,"  A",0.79,0.79," ",8.57,BGB+18,,,0,B18,[BGB2018] SMC-M2-238,809,,,,,,,,,,,,,
12.528749999999999,-72.59305555555555,BUS879,12.528749999999999,-72.59305555555555,"  A",1.98,1.98," ",7.58,BGB+18,,,0,B18,[BGB2018] SMC-NUV-879,810,,,,,,,,,,,,,
12.535416666666665,-73.71305555555554,"BUS708,BMS4",12.535416666666665,-73.71305555555554,"  A",1.74,1.74," ",8.85,BGB+18,,,0,B18,[BGB2018] SMC-NUV-708,812,,,,,,,,,,,,,
12.541666666666664,-73.17305555555556,H-A18,12.541666666666664,-73.17305555555555,"  A",2.8,2.1," ",6.8,CVH+06,,,1,B18,SMC ASS 18,813,,,,,,,,,,,,,
12.542916666666665,-73.24333333333334,BMS127,12.542916666666665,-73.24333333333333,"  A",0.79,0.79," ",8.24,BGB+18,,,0,B18,[BGB2018] SMC-M2-127,814,,,,,,,,,,,,,
12.54958333333333,-73.58583333333333,BMS18,12.54958333333333,-73.58583333333333,"  A",1.07,1.07," ",8.51,BGB+18,,,0,B18,[BGB2018] SMC-M2-18,815,,,,,,,,,,,,,
12.558749999999996,-71.615,BIS682,12.558749999999998,-71.615,"  A",1.75,1.75," ",9.21,BGB+18,,,0,B18,[BGB2018] SMC-IR1-682,817,,,,,,,,,,,,,
12.561666666666666,-72.54055555555556,"SMC-N35,DEMS57,MA347",12.561666666666666,-72.54055555555554," NA",1.1,0.45," ",,,,,1,B18,SMC-N35,818,,,,,,,,,,,,,
12.561666666666667,-71.83666666666666,BUS972,12.561666666666666,-71.83666666666666,"  A",1.18,1.18," ",8.3,BGB+18,,,0,B18,[BGB2018] SMC-NUV-972,819,,,,,,,,,,,,,
12.562499999999998,-73.15527777777777,BIS425,12.562499999999998,-73.15527777777777,"  A",1.59,1.59," ",8.19,BGB+18,,,0,B18,[BGB2018] SMC-IR1-425,821,,,,,,,,,,,,,
12.567916666666667,-73.45666666666666,BMS59,12.567916666666665,-73.45666666666666,"  A",0.79,0.79," ",8.45,BGB+18,,,0,B18,[BGB2018] SMC-M2-59,822,,,,,,,,,,,,,
12.576666666666663,-73.32527777777777,MA351,12.576666666666664,-73.32527777777777," CN",0.45,0.4," ",7.4,CVH+06,,,1,B18,[MA93] 351,824,,,,,,,,,,,,,
12.584166666666663,-73.62777777777777,BMS11,12.584166666666665,-73.62777777777777,"  A",0.79,0.79," ",8.2,BGB+18,,,0,B18,[BGB2018] SMC-M2-11,825,,,,,,,,,,,,,
12.584999999999997,-73.75527777777776,BIS323,12.584999999999999,-73.75527777777776,"  A",2.48,2.48," ",9.15,BGB+18,,,0,B18,[BGB2018] SMC-IR1-323,826,,,,,,,,,,,,,
12.587499999999999,-72.88111111111108,"SMC-N36w,DEMS54w,H-A19,MA358,B-OB6ct",12.587499999999999,-72.8811111111111," NA",3.9,3.4," ",6.9,CVH+06,,,2,B18,DEM S 54W,827,,,,,,,,,,,,,
12.588333333333331,-72.00999999999999,BUS939,12.588333333333331,-72.00999999999999,"  A",1.18,1.18," ",8.5,BGB+18,,,0,B18,[BGB2018] SMC-NUV-939,828,,,,,,,,,,,,,
12.59208333333333,-73.16388888888888,BMS142,12.592083333333331,-73.16388888888888,"  A",1.07,1.07," ",,,,,0,B18,[BGB2018] SMC-M2-142,829,,,,,,,,,,,,,
12.59333333333333,-72.65166666666666,BIS508,12.593333333333332,-72.65166666666666,"  A",1.57,1.57," ",7.86,BGB+18,,,0,B18,[BGB2018] SMC-IR1-508,831,,,,,,,,,,,,,
12.599999999999998,-72.63083333333333,"H-A20,BMS233,BUS877",12.599999999999998,-72.63083333333333,"  A",3.0,3.0," ",6.87,BGB+18,,,1,B18,SMC ASS 20,832,,,,,,,,,,,,,
12.601249999999999,-73.36166666666665,BIS394,12.601249999999999,-73.36166666666665,"  A",1.57,1.57," ",8.54,BGB+18,,,0,B18,[BGB2018] SMC-IR1-394,833,,,,,,,,,,,,,
12.607916666666664,-71.76888888888888,BUS981,12.607916666666664,-71.76888888888888,"  A",1.91,1.91," ",8.78,BGB+18,,,0,B18,[BGB2018] SMC-NUV-981,834,,,,,,,,,,,,,
12.611249999999997,-72.61555555555555,BIS510,12.611249999999998,-72.61555555555555,"  A",1.64,1.64," ",8.89,BGB+18,,,0,B18,[BGB2018] SMC-IR1-510,835,,,,,,,,,,,,,
12.6125,-73.1613888888889,"VMC26,BMS142",12.612499999999999,-73.16138888888888,"  C",0.8,0.8," ",8.1,PIR+16,,,0,B18,[PIR2016] VMC26,836,,,,,,,,,,,,,
12.613333333333332,-73.31166666666665,VMC27,12.613333333333332,-73.31166666666665,"  C",0.8,0.8," ",8.1,PIR+16,,,0,B18,[PIR2016] VMC27,837,,,,,,,,,,,,,
12.619166666666667,-72.74999999999997,BMS220,12.619166666666665,-72.74999999999999,"  A",0.79,0.79," ",8.54,BGB+18,,,0,B18,[BGB2018] SMC-M2-220,839,,,,,,,,,,,,,
12.619999999999996,-72.87555555555555,BMS187,12.62,-72.87555555555555,"  A",1.51,1.51," ",9.23,BGB+18,,,0,B18,[BGB2018] SMC-M2-187,840,,,,,,,,,,,,,
12.623333333333335,-72.36333333333333,BIS540,12.623333333333331,-72.36333333333333,"  A",3.36,3.36," ",9.18,BGB+18,,,0,B18,[BGB2018] SMC-IR1-540,841,,,,,,,,,,,,,
12.624583333333328,-73.79138888888887,BUS669,12.624583333333332,-73.79138888888887,"  A",3.36,3.36," ",8.44,BGB+18,,,0,B18,[BGB2018] SMC-NUV-669,842,,,,,,,,,,,,,
12.625416666666668,-72.9511111111111,RZ61,12.625416666666665,-72.9511111111111,"  C",0.35,0.35," ",8.45,RZ05,,,0,B18,[RZ2005] 61,843,,,,,,,,,,,,,
12.625833333333333,-73.13805555555557,BIS420,12.625833333333333,-73.13805555555555,"  A",1.8,1.8," ",8.65,BGB+18,,,0,B18,[BGB2018] SMC-IR1-420,844,,,,,,,,,,,,,
12.637499999999998,-72.42249999999999,BIS549,12.637499999999998,-72.42249999999999,"  A",1.67,1.67," ",8.33,BGB+18,,,0,B18,[BGB2018] SMC-IR1-549,848,,,,,,,,,,,,,
12.640416666666667,-73.58055555555556,BIS363,12.640416666666665,-73.58055555555555,"  A",1.57,1.57," ",8.53,BGB+18,,,0,B18,[BGB2018] SMC-IR1-363,849,,,,,,,,,,,,,
12.642083333333332,-72.65083333333334,"H86-114,RZ63",12.642083333333332,-72.65083333333332,"  C",0.75,0.65," ",8.2,GGK10,,,1,B18,[H86] 114,851,,,,,,,,,,,,,
12.647083333333331,-73.69638888888888,BUS714,12.647083333333331,-73.69638888888888,"  A",1.18,1.18," ",9.16,BGB+18,,,0,B18,[BGB2018] SMC-NUV-714,852,,,,,,,,,,,,,
12.6475,-73.60666666666667,BMS13,12.647499999999999,-73.60666666666665,"  A",1.25,1.25," ",8.47,BGB+18,,,0,B18,[BGB2018] SMC-M2-13,853,,,,,,,,,,,,,
12.649999999999999,-73.05666666666666,VMC28,12.649999999999999,-73.05666666666666,"  C",0.6,0.6," ",8.3,PIR+16,,,1,B18,[PIR2016] VMC28,854,,,,,,,,,,,,,
12.656249999999998,-73.05888888888887,"H86-115,SOGLE63,RZ65",12.656249999999998,-73.05888888888887," AC",1.6,1.2," ",8.0,CVH+06,,,1,B18,[H86] 115,855,,,,,,,,,,,,,
12.656249999999995,-73.49444444444444,BMS43,12.656249999999998,-73.49444444444444,"  A",1.23,1.23," ",8.46,BGB+18,,,0,B18,[BGB2018] SMC-M2-43,856,,,,,,,,,,,,,
12.658333333333331,-72.79555555555557,"SMC-N37,DEMS55,H-A23",12.658333333333331,-72.79555555555555," AN",6.1,3.9," ",6.8,CVH+06,,,2,B18,SMC-N37,857,,,,,,,,,,,,,
12.658749999999998,-72.81694444444445,BIS479,12.658749999999998,-72.81694444444443," AN",1.62,1.62," ",9.14,BGB+18,,,0,B18,[BGB2018] SMC-IR1-479,859,,,,,,,,,,,,,
12.666249999999998,-73.54166666666666,BMS22,12.666249999999998,-73.54166666666666,"  A",1.16,1.16," ",8.53,BGB+18,,,0,B18,[BGB2018] SMC-M2-22,861,,,,,,,,,,,,,
12.669166666666666,-72.96722222222222,"L40,H-A22,BMS169",12.669166666666666,-72.96722222222222,"  A",1.8,1.7," ",6.6,CVH+06,,,2,B18,Cl Lindsay 40,863,,,,,,,,,,,,,
12.670833333333329,-73.04249999999999,VMC29,12.670833333333333,-73.04249999999999,"  C",0.8,0.8," ",8.2,PIR+16,,,0,B18,[PIR2016] VMC29,864,,,,,,,,,,,,,
12.67083333333333,-73.46277777777777,H-A21,12.670833333333333,-73.46277777777777,"  A",3.5,2.4," ",7.0,CVH+06,,,1,B18,SMC ASS 21,865,,,,,,,,,,,,,
12.672916666666667,-73.5686111111111,BMS23,12.672916666666666,-73.5686111111111,"  A",0.79,0.79," ",8.15,BGB+18,,,0,B18,[BGB2018] SMC-M2-23,866,,,,,,,,,,,,,
13.087499999999997,-73.16222222222221,B-OB5ne,13.087499999999999,-73.16222222222221,"  A",3.3,2.3," ",6.8,CVH+06,,,1,B18,[B91] 5ne,1009,,,,,,,,,,,,,
12.674999999999995,-73.39694444444443,"BS48,SOGLE201",12.674999999999999,-73.39694444444443," CA",0.85,0.55," ",8.0,CVH+06,,,1,B18,[BS95] 48,867,,,,,,,,,,,,,
12.679166666666662,-73.01305555555555,VMC31,12.679166666666665,-73.01305555555555,"  C",0.7,0.7," ",8.9,PIR+16,,,0,B18,[PIR2016] VMC31,868,,,,,,,,,,,,,
12.679166666666662,-73.26138888888887,VMC30,12.679166666666665,-73.26138888888887,"  C",0.5,0.5," ",8.8,PIR+16,,,0,B18,[PIR2016] VMC30,869,,,,,,,,,,,,,
12.679583333333332,-72.78194444444443,MA384,12.679583333333332,-72.78194444444443," NC",0.4,0.35," ",6.8,CVH+06,,,1,B18,[MA93] 384,870,,,,,,,,,,,,,
12.68208333333333,-72.84833333333333,BIS477,12.682083333333331,-72.84833333333333,"  A",1.57,1.57," ",8.25,BGB+18,,,0,B18,[BGB2018] SMC-IR1-477,871,,,,,,,,,,,,,
12.682500000000001,-72.79388888888887,BMS207,12.6825,-72.79388888888887," AN",2.59,2.59," ",,,,,0,B18,[BGB2018] SMC-M2-207,872,,,,,,,,,,,,,
12.687499999999998,-72.48833333333333,BIS544,12.687499999999998,-72.48833333333333,"  A",1.57,1.57," ",8.75,BGB+18,,,0,B18,[BGB2018] SMC-IR1-544,873,,,,,,,,,,,,,
12.693333333333333,-73.29722222222223,H-A24,12.693333333333332,-73.29722222222222,"  A",2.5,2.5," ",7.0,CVH+06,,,1,B18,SMC ASS 24,874,,,,,,,,,,,,,
12.70583333333333,-71.86666666666666,BIS653,12.70583333333333,-71.86666666666666,"  A",1.56,1.56," ",8.95,BGB+18,,,0,B18,[BGB2018] SMC-IR1-653,875,,,,,,,,,,,,,
12.716666666666663,-72.87277777777777,"SMC-N36e,DEMS54e,B-OB6e",12.716666666666665,-72.87277777777777," NA",4.2,2.9," ",6.8,CVH+06,,,2,B18,DEM S 54E,876,,,,,,,,,,,,,
12.71791666666667,-72.70388888888888,BMS234,12.717916666666666,-72.70388888888888,"  A",1.51,1.51," ",8.07,BGB+18,,,0,B18,[BGB2018] SMC-M2-234,877,,,,,,,,,,,,,
12.719166666666666,-73.40694444444445,"H86-108,MA401",12.719166666666665,-73.40694444444443," CN",1.0,1.0," ",7.0,CVH+06,,,2,B18,[H86] 108,878,,,,,,,,,,,,,
12.720416666666663,-73.62583333333332,BMS10,12.720416666666665,-73.62583333333332,"  A",0.81,0.81," ",8.28,BGB+18,,,0,B18,[BGB2018] SMC-M2-10,879,,,,,,,,,,,,,
12.722499999999998,-72.41277777777776,BUS897,12.722499999999998,-72.41277777777776,"  A",1.28,1.28," ",8.52,BGB+18,,,0,B18,[BGB2018] SMC-NUV-897,880,,,,,,,,,,,,,
12.724166666666664,-72.16666666666666,BS47,12.724166666666665,-72.16666666666666," NA",2.1,1.7," ",,,,,1,B18,[BS95] 47,881,,,,,,,,,,,,,
